,headline,snippet,pub_date,url
815,Five Big Questions for Elon Musk and Twitter,"Will he go hostile, what is Twitter really worth and more.",2022-04-18T12:37:49+0000,https://www.nytimes.com/2022/04/18/business/dealbook/musk-twitter-takeover.html
816,"Texas Goes Permitless on Guns, and Police Face an Armed Public","A new law allowing people to carry handguns without a license has led to more spontaneous shootings, many in law enforcement say.",2022-10-26T16:46:15+0000,https://www.nytimes.com/2022/10/26/us/texas-guns-permitless.html
817,Unpacking the Washington Math for a Big Payment Deal,"Regulators have been tough on big financial mergers, though there are nuances in Capital One’s $35.3 billion takeover bid for Discover.",2024-02-20T13:05:29+0000,https://www.nytimes.com/2024/02/20/business/dealbook/regulators-capital-one-discover.html
818,Will Congress Move on New Rules for Online Children’s Safety?,"Tech leaders faced a grilling in the Senate, and one offered an apology. But skeptics fear little will change this time.",2024-02-01T13:31:54+0000,https://www.nytimes.com/2024/02/01/business/dealbook/big-tech-child-safety-senate.html
819,The Eye-Popping Numbers Driving the Markets,Investors await Friday’s inflation report for clues on what the Fed will do next on rates. But it is not the only data point Wall Street is watching.,2023-12-22T12:46:06+0000,https://www.nytimes.com/2023/12/22/business/dealbook/inflation-interest-rates-fed-stock-market.html
820,Florida’s ‘Stop WOKE’ Act Gets Pushback in Court,"A federal judge blocked a key provision of the state’s law aimed at private businesses, calling it something you might find in an alternate universe.",2022-08-19T12:48:24+0000,https://www.nytimes.com/2022/08/19/business/dealbook/florida-desantis-stop-woke-act.html
821,Kushner Firm Got Hundreds of Millions From 2 Persian Gulf Nations,"The infusion of money from interests in the two Persian Gulf monarchies reflects the close ties to Middle Eastern countries established by Jared Kushner, former President Donald Trump’s son-in-law.",2023-03-30T18:53:53+0000,https://www.nytimes.com/2023/03/30/us/politics/jared-kushner-qatar-united-arab-emirates.html
822,Mr. Musk Goes to Washington,"Elon Musk, the billionaire owner of Twitter, met with House Speaker Kevin McCarthy, stoking speculation about what the two had discussed.",2023-01-27T12:59:28+0000,https://www.nytimes.com/2023/01/27/business/dealbook/musk-mccarthy-twitter.html
823,Live Nation Faces a Skeptical Senate,"The company’s grip on ticket sales, and its move last year to cancel sales for Taylor Swift’s upcoming tour, will be a big focus of an antitrust-focused hearing.",2023-01-24T12:44:59+0000,https://www.nytimes.com/2023/01/24/business/dealbook/live-nation-ticketmaster-antitrust.html
824,The ‘SPAC King’ Is Over It,"Chamath Palihapitiya, once a relentless cheerleader of special purpose acquisition companies, blames the Federal Reserve for the end of SPAC mania.",2022-12-07T10:00:35+0000,https://www.nytimes.com/2022/12/07/business/chamath-palihapitiya-spac-investors.html
825,The Last Major Airline Deal?,The potential takeover of Spirit Airlines will test the way that trustbusters review deals.,2022-04-08T12:24:06+0000,https://www.nytimes.com/2022/04/08/business/dealbook/spirit-airlines-merger-jetblue-frontier.html
826,SpaceX Employees Say They Were Fired for Speaking Up About Elon Musk,Charges filed with federal regulators accuse the company of retaliating against eight workers over an open letter critical of the chief executive.,2022-11-17T10:00:15+0000,https://www.nytimes.com/2022/11/17/business/spacex-workers-elon-musk.html
827,Crypto Investors Grapple With the Collapse of a Giant,"Prices of digital currencies have tumbled even after the exchange FTX announced a provisional lifeline by a top rival, Binance.",2022-11-09T12:58:43+0000,https://www.nytimes.com/2022/11/09/business/dealbook/ftx-binance-crypto-deal.html
828,Why Wall Street Loves Gridlock in Washington,"Stocks tend to rally after midterm elections, historical data shows. They perform even better when voters deliver divided government.",2022-11-08T13:01:14+0000,https://www.nytimes.com/2022/11/08/business/wall-street-midterm-elections-gridlock-washington.html
829,After the Gun Ruling,"Plus, Intel pressures Congress to provide funding for U.S. chip production.",2022-06-24T12:53:31+0000,https://www.nytimes.com/2022/06/24/business/dealbook/gun-restrictions-corporate-america.html
830,The Last Major Airline Deal?,The potential takeover of Spirit Airlines will test the way that trustbusters review deals.,2022-04-08T12:24:06+0000,https://www.nytimes.com/2022/04/08/business/dealbook/spirit-airlines-merger-jetblue-frontier.html
831,The Fallout From a Credit Card Shake-Up,"A proposed settlement between Visa and Mastercard and merchants on swipe fees promises savings, but it may also alter the economics of premium credit cards.",2024-03-27T11:43:49+0000,https://www.nytimes.com/2024/03/27/business/dealbook/credit-card-swipe-fees.html
832,What Bank Earnings Reveal About the Health of the Economy,"JPMorgan Chase and Wells Fargo reported solid earnings on Friday, but big questions remain about the sector’s health and a potential recession.",2023-04-14T12:09:35+0000,https://www.nytimes.com/2023/04/14/business/dealbook/what-bank-earnings-reveal-about-the-health-of-the-economy.html
833,Republican Bashing of E.S.G. Gets More Complicated,A number of Republican lawmakers have taken money from the companies they vilified. But some of the party’s presidential hopefuls are still on the attack.,2023-02-22T14:47:12+0000,https://www.nytimes.com/2023/02/22/business/dealbook/republicans-esg-vivek-ramaswamy.html
834,Biden Targets Big Business and Billionaires,The president used his State of the Union address to plug his economic record and announce a policy wish list that involves raising taxes on multinationals and the wealthy.,2024-03-08T13:17:21+0000,https://www.nytimes.com/2024/03/08/business/dealbook/biden-sotu-big-business-billionaires.html
835,What Ended the Market Rally,A disappointing Treasury auction and hawkish comments by the Federal Reserve’s chair underscored investor fears about inflation.,2023-11-10T13:01:44+0000,https://www.nytimes.com/2023/11/10/business/dealbook/market-rally-inflation-powell.html
836,ChatGPT Gets Fresh Competition,"Google and Baidu are set to introduce their own A.I.-powered chatbots to challenge OpenAI, Microsoft and the rising popularity of ChatGPT.",2023-02-07T12:33:52+0000,https://www.nytimes.com/2023/02/07/business/dealbook/chatgpt-google-baidu.html
837,Reassessing Ben Bernanke’s Record,"After winning the Nobel prize for economics, the former Federal Reserve chairman’s record on the economy is getting further scrutiny.",2022-10-11T12:20:52+0000,https://www.nytimes.com/2022/10/11/business/dealbook/ben-bernanke-federal-reserve-record-nobel-prize-economics.html
838,Netflix Needs Some Help With Ads,The streaming service is reportedly talking to Comcast and Google as it seeks to create an ad-supported offering.,2022-06-23T12:17:38+0000,https://www.nytimes.com/2022/06/23/business/dealbook/netflix-ads.html
839,What’s Missing From the COP28 Climate Deal,The agreement calls for phasing out fossil fuels. But it also lets oil producers keep drilling and gives few specifics on how to fund a shift to greener energy.,2023-12-13T13:26:22+0000,https://www.nytimes.com/2023/12/13/business/dealbook/cop28-climate-deal.html
840,A Plot to Oust the House Speaker Hits Weary Investors,Matt Gaetz’s move to unseat Kevin McCarthy is adding volatility to equity and bond markets.,2023-10-03T11:56:27+0000,https://www.nytimes.com/2023/10/03/business/dealbook/house-speaker-markets-gaetz-mccarthy.html
841,What China Isn’t Telling the World About Its Economy,"Beijing stopped releasing youth unemployment figures in its latest attempt to play down negative trends as growth stalls, and global concerns grow.",2023-08-15T12:15:15+0000,https://www.nytimes.com/2023/08/15/business/china-economy-downturn-unemployment.html
842,The Winners and Losers from Super Bowl LVII,There were surprises on-field and off — from Rihanna’s halftime performance to Disney’s controversial ad splash.,2023-02-13T13:05:57+0000,https://www.nytimes.com/2023/02/13/business/dealbook/winners-losers-super-bowl-nfl-rihanna-musk.html
843,How a Whistleblower Could Help Elon Musk in His Case Against Twitter,Twitter’s former security chief could loom large in Mr. Musk’s legal efforts to undo his $44 billion acquisition of the social network.,2022-08-29T11:46:27+0000,https://www.nytimes.com/2022/08/29/business/dealbook/musk-twitter-whisteblower.html
844,Twitter Unloads on Musk,"The company contends that Musk breached his agreement to buy it by not using “reasonable best efforts” to close the deal, and so has no right to bail out.",2022-07-13T12:03:41+0000,https://www.nytimes.com/2022/07/13/business/dealbook/elon-musk-twitter-lawsuit.html
845,A Win for Big Tech at the Supreme Court,The court blocks a Texas law after an emergency request from groups representing major tech companies like Facebook and Twitter.,2022-06-01T12:40:33+0000,https://www.nytimes.com/2022/06/01/business/dealbook/free-spech-texas-supreme-court.html
846,"The Big Buzz at Davos: A.I., Ukraine, China, and the Middle East","C.E.O.s and world leaders gather in the Swiss Alps this year as war, trade risks and disruptive new technologies loom large.",2024-01-16T13:27:34+0000,https://www.nytimes.com/2024/01/16/business/dealbook/buzz-davos-ai-ukraine-china-gaza.html
847,Washington Comes for the U.S. Steel Deal,Democrats and Republicans alike are questioning the wisdom of allowing an American industrial icon to fall into foreign hands.,2023-12-20T12:47:24+0000,https://www.nytimes.com/2023/12/20/business/dealbook/washington-us-steel-national-security.html
848,From I.P.O.s to Inflation Data: What’s at Risk in a Shutdown,"Important economic data could be delayed, as could regulators’ decisions on mergers and new public listings.",2023-09-29T11:52:26+0000,https://www.nytimes.com/2023/09/29/business/dealbook/shutdown-federal-data-ipos.html
849,Biden’s Student Loan Dilemma,"The president made a campaign promise to erase billions in college loans, but his economic advisers are split on whether he should follow through.",2022-04-27T12:53:56+0000,https://www.nytimes.com/2022/04/27/business/dealbook/bidens-student-loans.html
850,"China’s Economy Is Sputtering, Posing a Challenge for Global Growth",New data published on Monday shows a post-pandemic recovery has not materialized after restrictions were lifted last year.,2023-07-17T12:16:12+0000,https://www.nytimes.com/2023/07/17/business/china-economy-slowdown-global-growth.html
851,What the Microsoft-Activision Ruling Means for the Future of Deal-Making,"Corporate leaders are feeling emboldened by another legal defeat for the Federal Trade Commission, though the agency may still fight to block the takeover.",2023-07-12T11:44:30+0000,https://www.nytimes.com/2023/07/12/business/dealbook/microsoft-activision-ftc-khan.html
852,The Fallout From a Credit Card Shake-Up,"A proposed settlement between Visa and Mastercard and merchants on swipe fees promises savings, but it may also alter the economics of premium credit cards.",2024-03-27T11:43:49+0000,https://www.nytimes.com/2024/03/27/business/dealbook/credit-card-swipe-fees.html
